Id	Cluster	Interpretation	Family
184251	4	Unrealistic trend	Monitoring
184265	15	Speed	Clutch
184250	9	High standard deviation	Monitoring
184256	26	Gas	Seal
184238	33	Inlet pressure	Air
184253	4	Unrealistic trend	Monitoring
184276	9	High standard deviation	Monitoring
184258	16	ABAL system	Combustion
184249	34	Bleed	Valve
184272	31	Significantly different	Monitoring
184306	4	Unrealistic trend	Monitoring
184302	7	Sump/Scavange	Oil
184275	9	High standard deviation	Monitoring
184312	11	Out of normal range	Monitoring
184320	9	High standard deviation	Monitoring
184343	11	Out of normal range	Monitoring
184326	29	Fuel gas	Combustion
184492	30	Temperature	Turbine
184345	3	Header temperature	Oil
184335	4	Unrealistic trend	Monitoring
184364	11	Out of normal range	Monitoring
184387	21	Gas	Turbine
184372	4	Unrealistic trend	Monitoring
184403	4	Unrealistic trend	Monitoring
184374	14	Tank level	OIl
184386	35	Supply temperature	Oil
184430	14	Tank level	OIl
184399	4	Unrealistic trend	Monitoring
184405	11	Out of normal range	Monitoring
184441	30	Temperature	Turbine
184415	31	Significantly different	Monitoring
184422	30	Temperature	Turbine
184426	30	Temperature	Turbine
184419	9	High standard deviation	Monitoring
184463	7	Sump/Scavange	Oil
184459	1	Vibration	Turbine
184475	9	High standard deviation	Monitoring
184455	13	Lean/Lean mode	Combustion
184448	11	Out of normal range	Monitoring
184429	18	Ventilation	Turbine
184745	30	Temperature	Turbine
184495	22	Filter	Air
184421	2	Acquisition loop	Monitoring
184440	4	Unrealistic trend	Monitoring
184512	9	High standard deviation	Monitoring
184513	34	Bleed	Valve
184660	11	Out of normal range	Monitoring
184498	1	Vibration	Turbine
184494	9	High standard deviation	Monitoring
184479	3	Header temperature	Oil
184557	30	Temperature	Turbine
184535	35	Supply temperature	Oil
184540	31	Significantly different	Monitoring
184544	9	High standard deviation	Monitoring
184546	9	High standard deviation	Monitoring
184541	5	Speed shaft	GearBox
184565	29	Fuel gas	Combustion
184524	9	High standard deviation	Monitoring
184551	30	Temperature	Turbine
184504	11	Out of normal range	Monitoring
184580	30	Temperature	Turbine
184569	19	 Exhaust thermocouple	Turbine
184533	11	Out of normal range	Monitoring
184576	12	Discharge temperature	Compressor
184556	21	Gas	Turbine
184607	7	Sump/Scavange	Oil
184609	2	Acquisition loop	Monitoring
184584	2	Acquisition loop	Monitoring
184615	29	Fuel gas	Combustion
184618	34	Bleed	Valve
184636	11	Out of normal range	Monitoring
184627	35	Supply temperature	Oil
184624	30	Temperature	Turbine
184654	26	Gas	Seal
184610	23	Resistence	Transmitter
184665	9	High standard deviation	Monitoring
184658	34	Bleed	Valve
184735	17	Primary vent	Compressor
184637	10	Drive end	Compressor
184672	4	Unrealistic trend	Monitoring
184634	16	ABAL system	Combustion
184684	26	Gas	Seal
184673	4	Unrealistic trend	Monitoring
184656	30	Temperature	Turbine
184675	9	High standard deviation	Monitoring
184695	35	Supply temperature	Oil
184694	4	Unrealistic trend	Monitoring
184709	27	Damage	Bearing
184679	28	Flame	Combustion
184680	18	Ventilation	Turbine
184710	13	Lean/Lean mode	Combustion
184712	13	Lean/Lean mode	Combustion
184682	9	High standard deviation	Monitoring
184678	4	Unrealistic trend	Monitoring
184688	4	Unrealistic trend	Monitoring
184714	5	Speed shaft	GearBox
184681	23	Resistence	Transmitter
184713	28	Flame	Combustion
184706	26	Gas	Seal
184762	9	High standard deviation	Monitoring
184779	30	Temperature	Turbine
184720	31	Significantly different	Monitoring
184726	13	Lean/Lean mode	Combustion
184715	11	Out of normal range	Monitoring
184721	7	Sump/Scavange	Oil
184811	4	Unrealistic trend	Monitoring
184753	2	Acquisition loop	Monitoring
184768	7	Sump/Scavange	Oil
184848	31	Significantly different	Monitoring
184794	4	Unrealistic trend	Monitoring
184791	4	Unrealistic trend	Monitoring
184851	9	High standard deviation	Monitoring
184820	9	High standard deviation	Monitoring
184861	4	Unrealistic trend	Monitoring
184852	13	Lean/Lean mode	Combustion
184881	18	Ventilation	Turbine
184885	4	Unrealistic trend	Monitoring
184892	30	Temperature	Turbine
184897	30	Temperature	Turbine
184912	14	Tank level	OIl
184896	28	Flame	Combustion
184904	29	Fuel gas	Combustion
184898	4	Unrealistic trend	Monitoring
184908	1	Vibration	Turbine
184943	29	Fuel gas	Combustion
184923	29	Fuel gas	Combustion
184931	15	Speed	Clutch
184962	14	Tank level	OIl
184971	2	Acquisition loop	Monitoring
184970	9	High standard deviation	Monitoring
184958	14	Tank level	OIl
184944	29	Fuel gas	Combustion
185438	7	Sump/Scavange	Oil
184945	2	Acquisition loop	Monitoring
185027	21	Gas	Turbine
185011	29	Fuel gas	Combustion
185025	11	Out of normal range	Monitoring
185017	9	High standard deviation	Monitoring
185055	34	Bleed	Valve
185042	30	Temperature	Turbine
185052	34	Bleed	Valve
185061	35	Supply temperature	Oil
185036	2	Acquisition loop	Monitoring
185095	26	Gas	Seal
185077	4	Unrealistic trend	Monitoring
185097	35	Supply temperature	Oil
185103	4	Unrealistic trend	Monitoring
185102	25	Tank pressure	Oil
185115	30	Temperature	Turbine
185157	29	Fuel gas	Combustion
185175	34	Bleed	Valve
185161	24	Temperature	Bearing
185170	34	Bleed	Valve
185185	2	Acquisition loop	Monitoring
185149	24	Temperature	Bearing
185203	17	Primary vent	Compressor
185210	4	Unrealistic trend	Monitoring
185214	7	Sump/Scavange	Oil
185244	18	Ventilation	Turbine
185242	26	Gas	Seal
185256	7	Sump/Scavange	Oil
185239	30	Temperature	Turbine
185250	24	Temperature	Bearing
185265	16	ABAL system	Combustion
185219	17	Primary vent	Compressor
185285	21	Gas	Turbine
185307	7	Sump/Scavange	Oil
185278	23	Resistence	Transmitter
185336	35	Supply temperature	Oil
185323	23	Resistence	Transmitter
185293	14	Tank level	OIl
185403	1	Vibration	Turbine
185339	23	Resistence	Transmitter
185354	22	Filter	Air
185353	4	Unrealistic trend	Monitoring
185357	19	 Exhaust thermocouple	Turbine
185414	2	Acquisition loop	Monitoring
185347	21	Gas	Turbine
185405	9	High standard deviation	Monitoring
185388	9	High standard deviation	Monitoring
185355	4	Unrealistic trend	Monitoring
185407	6	Antisurge	Valve
185433	21	Gas	Turbine
185431	9	High standard deviation	Monitoring
185434	30	Temperature	Turbine
185395	9	High standard deviation	Monitoring
185432	29	Fuel gas	Combustion
185400	4	Unrealistic trend	Monitoring
185417	30	Temperature	Turbine
185448	9	High standard deviation	Monitoring
185441	23	Resistence	Transmitter
185496	19	 Exhaust thermocouple	Turbine
185494	30	Temperature	Turbine
185497	31	Significantly different	Monitoring
185439	17	Primary vent	Compressor
185471	8	Mineral oil filter pressure	Oil
185457	2	Acquisition loop	Monitoring
185456	1	Vibration	Turbine
185499	4	Unrealistic trend	Monitoring
185476	31	Significantly different	Monitoring
185474	4	Unrealistic trend	Monitoring
185453	35	Supply temperature	Oil
185465	9	High standard deviation	Monitoring
185501	4	Unrealistic trend	Monitoring
185470	30	Temperature	Turbine
185466	26	Gas	Seal
185477	29	Fuel gas	Combustion
185460	4	Unrealistic trend	Monitoring
185519	27	Damage	Bearing
185524	29	Fuel gas	Combustion
185523	30	Temperature	Turbine
185605	35	Supply temperature	Oil
185610	30	Temperature	Turbine
185541	4	Unrealistic trend	Monitoring
185587	28	Flame	Combustion
185623	29	Fuel gas	Combustion
185648	3	Header temperature	Oil
185703	8	Mineral oil filter pressure	Oil
185717	21	Gas	Turbine
185678	35	Supply temperature	Oil
185659	9	High standard deviation	Monitoring
185646	29	Fuel gas	Combustion
185690	34	Bleed	Valve
185718	17	Primary vent	Compressor
185680	16	ABAL system	Combustion
185719	30	Temperature	Turbine
185759	4	Unrealistic trend	Monitoring
185688	1	Vibration	Turbine
185737	34	Bleed	Valve
185736	8	Mineral oil filter pressure	Oil
185793	4	Unrealistic trend	Monitoring
185818	11	Out of normal range	Monitoring
185797	22	Filter	Air
185821	5	Speed shaft	GearBox
185790	7	Sump/Scavange	Oil
185741	30	Temperature	Turbine
185745	30	Temperature	Turbine
185835	11	Out of normal range	Monitoring
185754	26	Gas	Seal
185757	24	Temperature	Bearing
185814	30	Temperature	Turbine
185819	9	High standard deviation	Monitoring
185774	16	ABAL system	Combustion
185803	18	Ventilation	Turbine
185929	2	Acquisition loop	Monitoring
185896	11	Out of normal range	Monitoring
185939	31	Significantly different	Monitoring
185934	4	Unrealistic trend	Monitoring
185933	4	Unrealistic trend	Monitoring
185892	2	Acquisition loop	Monitoring
185931	23	Resistence	Transmitter
185994	21	Gas	Turbine
185961	23	Resistence	Transmitter
185986	4	Unrealistic trend	Monitoring
186056	2	Acquisition loop	Monitoring
186100	4	Unrealistic trend	Monitoring
186028	17	Primary vent	Compressor
186021	2	Acquisition loop	Monitoring
186015	2	Acquisition loop	Monitoring
186008	28	Flame	Combustion
186024	30	Temperature	Turbine
186081	14	Tank level	OIl
186046	9	High standard deviation	Monitoring
186068	26	Gas	Seal
186164	17	Primary vent	Compressor
186066	9	High standard deviation	Monitoring
186131	2	Acquisition loop	Monitoring
186080	5	Speed shaft	GearBox
186138	7	Sump/Scavange	Oil
186089	2	Acquisition loop	Monitoring
186132	2	Acquisition loop	Monitoring
186119	2	Acquisition loop	Monitoring
186179	19	 Exhaust thermocouple	Turbine
186084	23	Resistence	Transmitter
186097	4	Unrealistic trend	Monitoring
186145	9	High standard deviation	Monitoring
186208	35	Supply temperature	Oil
186134	23	Resistence	Transmitter
186172	2	Acquisition loop	Monitoring
186234	23	Resistence	Transmitter
186213	7	Sump/Scavange	Oil
186232	31	Significantly different	Monitoring
186178	14	Tank level	OIl
186191	7	Sump/Scavange	Oil
186275	17	Primary vent	Compressor
186222	2	Acquisition loop	Monitoring
186255	4	Unrealistic trend	Monitoring
186294	15	Speed	Clutch
186267	11	Out of normal range	Monitoring
186282	4	Unrealistic trend	Monitoring
186304	5	Speed shaft	GearBox
186266	19	 Exhaust thermocouple	Turbine
186287	28	Flame	Combustion
186239	28	Flame	Combustion
186295	24	Temperature	Bearing
186317	7	Sump/Scavange	Oil
186293	30	Temperature	Turbine
186319	4	Unrealistic trend	Monitoring
186299	2	Acquisition loop	Monitoring
186289	23	Resistence	Transmitter
186337	35	Supply temperature	Oil
186360	9	High standard deviation	Monitoring
186395	34	Bleed	Valve
186353	4	Unrealistic trend	Monitoring
186365	15	Speed	Clutch
186340	1	Vibration	Turbine
186321	23	Resistence	Transmitter
186401	30	Temperature	Turbine
186415	30	Temperature	Turbine
186325	11	Out of normal range	Monitoring
186328	2	Acquisition loop	Monitoring
186540	18	Ventilation	Turbine
186412	12	Discharge temperature	Compressor
186508	30	Temperature	Turbine
186413	30	Temperature	Turbine
186418	30	Temperature	Turbine
186490	31	Significantly different	Monitoring
186440	14	Tank level	OIl
186467	30	Temperature	Turbine
186465	9	High standard deviation	Monitoring
186488	2	Acquisition loop	Monitoring
186496	35	Supply temperature	Oil
186510	31	Significantly different	Monitoring
186512	4	Unrealistic trend	Monitoring
186474	9	High standard deviation	Monitoring
186450	21	Gas	Turbine
186469	4	Unrealistic trend	Monitoring
186459	4	Unrealistic trend	Monitoring
186504	7	Sump/Scavange	Oil
186518	2	Acquisition loop	Monitoring
186550	30	Temperature	Turbine
186541	2	Acquisition loop	Monitoring
186553	30	Temperature	Turbine
186495	4	Unrealistic trend	Monitoring
186511	16	ABAL system	Combustion
186606	11	Out of normal range	Monitoring
186561	9	High standard deviation	Monitoring
186552	18	Ventilation	Turbine
186587	9	High standard deviation	Monitoring
186569	34	Bleed	Valve
186654	23	Resistence	Transmitter
186672	1	Vibration	Turbine
186626	21	Gas	Turbine
186609	1	Vibration	Turbine
186676	14	Tank level	OIl
186671	19	 Exhaust thermocouple	Turbine
186605	27	Damage	Bearing
186670	9	High standard deviation	Monitoring
186699	14	Tank level	OIl
186648	16	ABAL system	Combustion
186679	1	Vibration	Turbine
186690	3	Header temperature	Oil
186682	7	Sump/Scavange	Oil
186738	11	Out of normal range	Monitoring
186728	34	Bleed	Valve
186701	6	Antisurge	Valve
186811	7	Sump/Scavange	Oil
186763	34	Bleed	Valve
186708	26	Gas	Seal
186745	29	Fuel gas	Combustion
186803	16	ABAL system	Combustion
186795	4	Unrealistic trend	Monitoring
186789	15	Speed	Clutch
186782	33	Inlet pressure	Air
186806	30	Temperature	Turbine
186807	27	Damage	Bearing
186816	21	Gas	Turbine
186823	6	Antisurge	Valve
186776	23	Resistence	Transmitter
186810	3	Header temperature	Oil
186829	30	Temperature	Turbine
186834	30	Temperature	Turbine
186822	9	High standard deviation	Monitoring
186842	30	Temperature	Turbine
186813	24	Temperature	Bearing
186841	30	Temperature	Turbine
186840	4	Unrealistic trend	Monitoring
186851	7	Sump/Scavange	Oil
186891	35	Supply temperature	Oil
186868	4	Unrealistic trend	Monitoring
186896	17	Primary vent	Compressor
186852	23	Resistence	Transmitter
186923	14	Tank level	OIl
186865	16	ABAL system	Combustion
186939	31	Significantly different	Monitoring
186888	24	Temperature	Bearing
186874	34	Bleed	Valve
186913	35	Supply temperature	Oil
186916	31	Significantly different	Monitoring
186956	35	Supply temperature	Oil
186982	28	Flame	Combustion
186880	14	Tank level	OIl
186954	4	Unrealistic trend	Monitoring
186887	30	Temperature	Turbine
186906	24	Temperature	Bearing
186964	35	Supply temperature	Oil
186908	24	Temperature	Bearing
186910	24	Temperature	Bearing
186980	4	Unrealistic trend	Monitoring
186931	7	Sump/Scavange	Oil
186976	3	Header temperature	Oil
186955	4	Unrealistic trend	Monitoring
186992	34	Bleed	Valve
187009	22	Filter	Air
186958	35	Supply temperature	Oil
186985	4	Unrealistic trend	Monitoring
187060	29	Fuel gas	Combustion
187061	29	Fuel gas	Combustion
187048	10	Drive end	Compressor
187022	28	Flame	Combustion
187085	29	Fuel gas	Combustion
187038	2	Acquisition loop	Monitoring
187144	16	ABAL system	Combustion
187040	9	High standard deviation	Monitoring
187043	9	High standard deviation	Monitoring
187137	23	Resistence	Transmitter
187062	4	Unrealistic trend	Monitoring
187115	9	High standard deviation	Monitoring
187056	23	Resistence	Transmitter
187101	17	Primary vent	Compressor
187096	7	Sump/Scavange	Oil
187105	17	Primary vent	Compressor
187156	25	Tank pressure	Oil
187121	4	Unrealistic trend	Monitoring
187165	5	Speed shaft	GearBox
187143	9	High standard deviation	Monitoring
187141	2	Acquisition loop	Monitoring
187110	1	Vibration	Turbine
187147	23	Resistence	Transmitter
187098	15	Speed	Clutch
187211	23	Resistence	Transmitter
187174	25	Tank pressure	Oil
187200	15	Speed	Clutch
187206	4	Unrealistic trend	Monitoring
187198	23	Resistence	Transmitter
187201	23	Resistence	Transmitter
187353	4	Unrealistic trend	Monitoring
187245	7	Sump/Scavange	Oil
187265	30	Temperature	Turbine
187197	4	Unrealistic trend	Monitoring
187210	21	Gas	Turbine
187260	11	Out of normal range	Monitoring
187258	11	Out of normal range	Monitoring
187270	7	Sump/Scavange	Oil
187250	9	High standard deviation	Monitoring
187251	11	Out of normal range	Monitoring
187235	29	Fuel gas	Combustion
187220	21	Gas	Turbine
187215	9	High standard deviation	Monitoring
187257	24	Temperature	Bearing
187366	30	Temperature	Turbine
187228	2	Acquisition loop	Monitoring
187239	30	Temperature	Turbine
187236	4	Unrealistic trend	Monitoring
187294	23	Resistence	Transmitter
187225	4	Unrealistic trend	Monitoring
187292	9	High standard deviation	Monitoring
187218	2	Acquisition loop	Monitoring
187306	27	Damage	Bearing
187248	26	Gas	Seal
187377	2	Acquisition loop	Monitoring
187322	23	Resistence	Transmitter
187367	15	Speed	Clutch
187362	4	Unrealistic trend	Monitoring
187300	9	High standard deviation	Monitoring
187375	21	Gas	Turbine
187304	4	Unrealistic trend	Monitoring
187327	4	Unrealistic trend	Monitoring
187325	2	Acquisition loop	Monitoring
187357	4	Unrealistic trend	Monitoring
187337	9	High standard deviation	Monitoring
187398	14	Tank level	OIl
187424	4	Unrealistic trend	Monitoring
187371	9	High standard deviation	Monitoring
187415	10	Drive end	Compressor
187432	21	Gas	Turbine
187391	15	Speed	Clutch
187403	4	Unrealistic trend	Monitoring
187399	9	High standard deviation	Monitoring
187460	4	Unrealistic trend	Monitoring
187406	16	ABAL system	Combustion
187410	7	Sump/Scavange	Oil
187421	6	Antisurge	Valve
187416	7	Sump/Scavange	Oil
187471	14	Tank level	OIl
187910	11	Out of normal range	Monitoring
187473	11	Out of normal range	Monitoring
187459	27	Damage	Bearing
187496	9	High standard deviation	Monitoring
187891	34	Bleed	Valve
187446	8	Mineral oil filter pressure	Oil
187522	7	Sump/Scavange	Oil
187530	14	Tank level	OIl
187494	4	Unrealistic trend	Monitoring
187511	5	Speed shaft	GearBox
187502	4	Unrealistic trend	Monitoring
187554	7	Sump/Scavange	Oil
